mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_min_child_weight,param_max_depth,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
2.3715688387552896,0.04022123864333386,0.006672859191894531,0.0009432464746957742,1.0,5,3,5,1.0,"{'subsample': 1.0, 'min_child_weight': 5, 'max_depth': 3, 'gamma': 5, 'colsample_bytree': 1.0}",0.6195470935628804,0.6349292411496671,0.6272468125657202,0.6272410490927559,0.006279736778381577,1
3.1999975045522056,0.08039190683259981,0.015681743621826172,0.0004708646821047274,0.6,1,5,1.5,0.8,"{'subsample': 0.6, 'min_child_weight': 1, 'max_depth': 5, 'gamma': 1.5, 'colsample_bytree': 0.8}",0.5994398219257969,0.5735930380301437,0.6012804504030844,0.591437770119675,0.012640485903324327,5
3.2950528462727866,0.10674172616850096,0.01601441701253255,4.899036091938795e-07,0.8,5,5,1,0.8,"{'subsample': 0.8, 'min_child_weight': 5, 'max_depth': 5, 'gamma': 1, 'colsample_bytree': 0.8}",0.5949249947295073,0.5827911409043113,0.6063737732211707,0.5946966362849965,0.009628923353882999,4
2.631582260131836,0.07412686617491758,0.01134475072224935,0.0009443142700966828,1.0,5,5,5,0.6,"{'subsample': 1.0, 'min_child_weight': 5, 'max_depth': 5, 'gamma': 5, 'colsample_bytree': 0.6}",0.6146024132011466,0.6032356291622853,0.624550911321416,0.6141296512282827,0.008708346237684034,2
3.219062646230062,0.009835482523754565,0.012346029281616211,0.0004735620798937051,0.8,1,4,1,1.0,"{'subsample': 0.8, 'min_child_weight': 1, 'max_depth': 4, 'gamma': 1, 'colsample_bytree': 1.0}",0.5964554910319488,0.5893494786189976,0.6072390904311251,0.5976813533606905,0.007354663216124603,3
