Player,K (hs),A (f),D,KAST,K-D Diff,ADR,FK Diff,Rating,Team,MapID,Starting side,Rounds,Team rating,Entries,Clutches,Map,Tournament,Date,Team1,Team2,ResultTeam1,ResultTeam2,Bets,MatchID
sh1ro,28 (6),5 (2),13,83.3%,15,115.3,0,1.73,Gambit,118129,ct,16 : 8 ( 10 : 5 ) ( 6 : 3 ),1.28 : 0.76,13 : 11,0 : 0,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Gambit,NASR,2,0,1.00/21.00,2347744
Hobbit,26 (19),2 (0),16,75.0%,10,108.9,2,1.54,Gambit,118129,ct,16 : 8 ( 10 : 5 ) ( 6 : 3 ),1.28 : 0.76,13 : 11,0 : 0,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Gambit,NASR,2,0,1.00/21.00,2347744
Ax1Le,17 (11),2 (1),10,70.8%,7,74.3,-2,1.14,Gambit,118129,ct,16 : 8 ( 10 : 5 ) ( 6 : 3 ),1.28 : 0.76,13 : 11,0 : 0,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Gambit,NASR,2,0,1.00/21.00,2347744
interz,11 (3),5 (2),9,83.3%,2,56.2,1,1.01,Gambit,118129,ct,16 : 8 ( 10 : 5 ) ( 6 : 3 ),1.28 : 0.76,13 : 11,0 : 0,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Gambit,NASR,2,0,1.00/21.00,2347744
nafany,14 (2),4 (0),16,70.8%,-2,63.1,1,0.97,Gambit,118129,ct,16 : 8 ( 10 : 5 ) ( 6 : 3 ),1.28 : 0.76,13 : 11,0 : 0,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Gambit,NASR,2,0,1.00/21.00,2347744
REAL1ZE,20 (4),1 (0),18,62.5%,2,85.5,2,1.13,NASR,118129,ct,16 : 8 ( 10 : 5 ) ( 6 : 3 ),1.28 : 0.76,13 : 11,0 : 0,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Gambit,NASR,2,0,1.00/21.00,2347744
BOROS,12 (9),5 (0),20,58.3%,-8,57.2,1,0.79,NASR,118129,ct,16 : 8 ( 10 : 5 ) ( 6 : 3 ),1.28 : 0.76,13 : 11,0 : 0,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Gambit,NASR,2,0,1.00/21.00,2347744
Bibu,10 (5),5 (0),18,66.7%,-8,58.2,-2,0.65,NASR,118129,ct,16 : 8 ( 10 : 5 ) ( 6 : 3 ),1.28 : 0.76,13 : 11,0 : 0,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Gambit,NASR,2,0,1.00/21.00,2347744
Dementor,12 (6),4 (0),20,50.0%,-8,52.3,0,0.64,NASR,118129,ct,16 : 8 ( 10 : 5 ) ( 6 : 3 ),1.28 : 0.76,13 : 11,0 : 0,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Gambit,NASR,2,0,1.00/21.00,2347744
gejmzilla,8 (6),7 (5),20,54.2%,-12,54.5,-3,0.6,NASR,118129,ct,16 : 8 ( 10 : 5 ) ( 6 : 3 ),1.28 : 0.76,13 : 11,0 : 0,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Gambit,NASR,2,0,1.00/21.00,2347744
Hobbit,22 (14),9 (2),6,88.9%,16,128.6,-1,2.22,Gambit,118131,t,16 : 2 ( 13 : 2 ) ( 3 : 0 ),1.68 : 0.50,12 : 6,3 : 0,Vertigo,BLAST Premier Spring Showdown 2021,14th of April 2021,Gambit,NASR,2,0,1.00/21.00,2347744
nafany,18 (12),9 (0),10,83.3%,8,136.4,3,2.01,Gambit,118131,t,16 : 2 ( 13 : 2 ) ( 3 : 0 ),1.68 : 0.50,12 : 6,3 : 0,Vertigo,BLAST Premier Spring Showdown 2021,14th of April 2021,Gambit,NASR,2,0,1.00/21.00,2347744
sh1ro,17 (3),0 (0),6,88.9%,11,85.0,3,1.71,Gambit,118131,t,16 : 2 ( 13 : 2 ) ( 3 : 0 ),1.68 : 0.50,12 : 6,3 : 0,Vertigo,BLAST Premier Spring Showdown 2021,14th of April 2021,Gambit,NASR,2,0,1.00/21.00,2347744
Ax1Le,16 (6),1 (0),11,77.8%,5,79.4,1,1.36,Gambit,118131,t,16 : 2 ( 13 : 2 ) ( 3 : 0 ),1.68 : 0.50,12 : 6,3 : 0,Vertigo,BLAST Premier Spring Showdown 2021,14th of April 2021,Gambit,NASR,2,0,1.00/21.00,2347744
interz,10 (3),2 (1),9,88.9%,1,38.5,0,1.09,Gambit,118131,t,16 : 2 ( 13 : 2 ) ( 3 : 0 ),1.68 : 0.50,12 : 6,3 : 0,Vertigo,BLAST Premier Spring Showdown 2021,14th of April 2021,Gambit,NASR,2,0,1.00/21.00,2347744
Dementor,8 (5),6 (1),16,55.6%,-8,80.6,-2,0.66,NASR,118131,t,16 : 2 ( 13 : 2 ) ( 3 : 0 ),1.68 : 0.50,12 : 6,3 : 0,Vertigo,BLAST Premier Spring Showdown 2021,14th of April 2021,Gambit,NASR,2,0,1.00/21.00,2347744
BOROS,10 (7),1 (0),18,55.6%,-8,53.3,-2,0.5,NASR,118131,t,16 : 2 ( 13 : 2 ) ( 3 : 0 ),1.68 : 0.50,12 : 6,3 : 0,Vertigo,BLAST Premier Spring Showdown 2021,14th of April 2021,Gambit,NASR,2,0,1.00/21.00,2347744
Bibu,9 (3),2 (0),16,50.0%,-7,57.4,-2,0.48,NASR,118131,t,16 : 2 ( 13 : 2 ) ( 3 : 0 ),1.68 : 0.50,12 : 6,3 : 0,Vertigo,BLAST Premier Spring Showdown 2021,14th of April 2021,Gambit,NASR,2,0,1.00/21.00,2347744
gejmzilla,8 (5),5 (3),17,38.9%,-9,53.5,0,0.46,NASR,118131,t,16 : 2 ( 13 : 2 ) ( 3 : 0 ),1.68 : 0.50,12 : 6,3 : 0,Vertigo,BLAST Premier Spring Showdown 2021,14th of April 2021,Gambit,NASR,2,0,1.00/21.00,2347744
REAL1ZE,7 (1),0 (0),16,44.4%,-9,47.9,0,0.4,NASR,118131,t,16 : 2 ( 13 : 2 ) ( 3 : 0 ),1.68 : 0.50,12 : 6,3 : 0,Vertigo,BLAST Premier Spring Showdown 2021,14th of April 2021,Gambit,NASR,2,0,1.00/21.00,2347744
Spinx,33 (24),0 (0),17,88.9%,16,108.5,5,1.77,ENCE,118124,t,11 : 16 ( 3 : 12 ) ( 8 : 4 ),1.05 : 1.07,16 : 11,1 : 1,Train,European Development Championship 3,14th of April 2021,ENCE,SKADE,0,2,1.66/2.10,2347691
dycha,22 (11),5 (0),19,70.4%,3,93.6,2,1.23,ENCE,118124,t,11 : 16 ( 3 : 12 ) ( 8 : 4 ),1.05 : 1.07,16 : 11,1 : 1,Train,European Development Championship 3,14th of April 2021,ENCE,SKADE,0,2,1.66/2.10,2347691
allu,15 (4),5 (1),19,63.0%,-4,66.3,-1,0.83,ENCE,118124,t,11 : 16 ( 3 : 12 ) ( 8 : 4 ),1.05 : 1.07,16 : 11,1 : 1,Train,European Development Championship 3,14th of April 2021,ENCE,SKADE,0,2,1.66/2.10,2347691
Snappi,12 (2),6 (2),21,74.1%,-9,49.9,-1,0.74,ENCE,118124,t,11 : 16 ( 3 : 12 ) ( 8 : 4 ),1.05 : 1.07,16 : 11,1 : 1,Train,European Development Championship 3,14th of April 2021,ENCE,SKADE,0,2,1.66/2.10,2347691
doto,13 (6),5 (0),21,55.6%,-8,51.1,0,0.68,ENCE,118124,t,11 : 16 ( 3 : 12 ) ( 8 : 4 ),1.05 : 1.07,16 : 11,1 : 1,Train,European Development Championship 3,14th of April 2021,ENCE,SKADE,0,2,1.66/2.10,2347691
dennyslaw,31 (5),3 (1),17,77.8%,14,103.1,5,1.61,SKADE,118124,t,11 : 16 ( 3 : 12 ) ( 8 : 4 ),1.05 : 1.07,16 : 11,1 : 1,Train,European Development Championship 3,14th of April 2021,ENCE,SKADE,0,2,1.66/2.10,2347691
Rainwaker,19 (6),6 (1),16,70.4%,3,86.2,-1,1.17,SKADE,118124,t,11 : 16 ( 3 : 12 ) ( 8 : 4 ),1.05 : 1.07,16 : 11,1 : 1,Train,European Development Championship 3,14th of April 2021,ENCE,SKADE,0,2,1.66/2.10,2347691
SHiPZ,21 (9),4 (0),21,66.7%,0,85.3,-3,1.06,SKADE,118124,t,11 : 16 ( 3 : 12 ) ( 8 : 4 ),1.05 : 1.07,16 : 11,1 : 1,Train,European Development Championship 3,14th of April 2021,ENCE,SKADE,0,2,1.66/2.10,2347691
oxygeN,14 (7),7 (0),23,59.3%,-9,73.4,-3,0.81,SKADE,118124,t,11 : 16 ( 3 : 12 ) ( 8 : 4 ),1.05 : 1.07,16 : 11,1 : 1,Train,European Development Championship 3,14th of April 2021,ENCE,SKADE,0,2,1.66/2.10,2347691
Duplicate,12 (4),5 (3),18,63.0%,-6,50.9,-3,0.68,SKADE,118124,t,11 : 16 ( 3 : 12 ) ( 8 : 4 ),1.05 : 1.07,16 : 11,1 : 1,Train,European Development Championship 3,14th of April 2021,ENCE,SKADE,0,2,1.66/2.10,2347691
doto,24 (15),8 (0),20,71.4%,4,97.9,0,1.26,ENCE,118130,ct,12 : 16 ( 9 : 6 ) ( 3 : 10 ),0.98 : 1.14,13 : 15,1 : 2,Overpass,European Development Championship 3,14th of April 2021,ENCE,SKADE,0,2,1.66/2.10,2347691
allu,20 (8),7 (4),17,67.9%,3,74.0,0,1.03,ENCE,118130,ct,12 : 16 ( 9 : 6 ) ( 3 : 10 ),0.98 : 1.14,13 : 15,1 : 2,Overpass,European Development Championship 3,14th of April 2021,ENCE,SKADE,0,2,1.66/2.10,2347691
dycha,20 (12),6 (2),24,71.4%,-4,76.4,-1,0.96,ENCE,118130,ct,12 : 16 ( 9 : 6 ) ( 3 : 10 ),0.98 : 1.14,13 : 15,1 : 2,Overpass,European Development Championship 3,14th of April 2021,ENCE,SKADE,0,2,1.66/2.10,2347691
Spinx,18 (15),3 (0),20,60.7%,-2,66.9,1,0.94,ENCE,118130,ct,12 : 16 ( 9 : 6 ) ( 3 : 10 ),0.98 : 1.14,13 : 15,1 : 2,Overpass,European Development Championship 3,14th of April 2021,ENCE,SKADE,0,2,1.66/2.10,2347691
Snappi,12 (7),11 (6),21,64.3%,-9,47.7,-2,0.72,ENCE,118130,ct,12 : 16 ( 9 : 6 ) ( 3 : 10 ),0.98 : 1.14,13 : 15,1 : 2,Overpass,European Development Championship 3,14th of April 2021,ENCE,SKADE,0,2,1.66/2.10,2347691
Rainwaker,25 (7),5 (1),17,78.6%,8,93.1,-2,1.32,SKADE,118130,ct,12 : 16 ( 9 : 6 ) ( 3 : 10 ),0.98 : 1.14,13 : 15,1 : 2,Overpass,European Development Championship 3,14th of April 2021,ENCE,SKADE,0,2,1.66/2.10,2347691
dennyslaw,26 (8),5 (4),17,67.9%,9,77.4,0,1.28,SKADE,118130,ct,12 : 16 ( 9 : 6 ) ( 3 : 10 ),0.98 : 1.14,13 : 15,1 : 2,Overpass,European Development Championship 3,14th of April 2021,ENCE,SKADE,0,2,1.66/2.10,2347691
oxygeN,18 (14),3 (0),20,75.0%,-2,75.2,5,1.13,SKADE,118130,ct,12 : 16 ( 9 : 6 ) ( 3 : 10 ),0.98 : 1.14,13 : 15,1 : 2,Overpass,European Development Championship 3,14th of April 2021,ENCE,SKADE,0,2,1.66/2.10,2347691
SHiPZ,18 (9),11 (4),23,75.0%,-5,93.4,1,1.08,SKADE,118130,ct,12 : 16 ( 9 : 6 ) ( 3 : 10 ),0.98 : 1.14,13 : 15,1 : 2,Overpass,European Development Championship 3,14th of April 2021,ENCE,SKADE,0,2,1.66/2.10,2347691
Duplicate,15 (5),7 (1),17,75.0%,-2,55.3,-2,0.88,SKADE,118130,ct,12 : 16 ( 9 : 6 ) ( 3 : 10 ),0.98 : 1.14,13 : 15,1 : 2,Overpass,European Development Championship 3,14th of April 2021,ENCE,SKADE,0,2,1.66/2.10,2347691
degster,28 (8),2 (1),13,88.5%,15,93.6,7,1.7,Spirit,118113,ct,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.39 : 0.76,20 : 6,2 : 3,Train,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1.16/4.50,2347743
chopper,19 (9),10 (3),14,92.3%,5,86.5,2,1.44,Spirit,118113,ct,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.39 : 0.76,20 : 6,2 : 3,Train,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1.16/4.50,2347743
mir,24 (12),2 (0),16,73.1%,8,88.0,3,1.35,Spirit,118113,ct,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.39 : 0.76,20 : 6,2 : 3,Train,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1.16/4.50,2347743
sdy,18 (6),14 (1),16,80.8%,2,94.0,0,1.27,Spirit,118113,ct,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.39 : 0.76,20 : 6,2 : 3,Train,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1.16/4.50,2347743
magixx,17 (8),4 (1),13,84.6%,4,67.2,2,1.2,Spirit,118113,ct,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.39 : 0.76,20 : 6,2 : 3,Train,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1.16/4.50,2347743
MarKE,18 (8),6 (0),21,57.7%,-3,73.7,-5,0.9,Extra Salt,118113,ct,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.39 : 0.76,20 : 6,2 : 3,Train,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1.16/4.50,2347743
oSee,16 (5),5 (1),21,69.2%,-5,71.0,-1,0.87,Extra Salt,118113,ct,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.39 : 0.76,20 : 6,2 : 3,Train,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1.16/4.50,2347743
Sonic,15 (8),3 (1),21,50.0%,-6,59.4,0,0.8,Extra Salt,118113,ct,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.39 : 0.76,20 : 6,2 : 3,Train,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1.16/4.50,2347743
FaNg,16 (8),2 (0),19,57.7%,-3,54.5,-3,0.79,Extra Salt,118113,ct,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.39 : 0.76,20 : 6,2 : 3,Train,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1.16/4.50,2347743
JT,7 (3),9 (2),25,53.8%,-18,54.7,-5,0.46,Extra Salt,118113,ct,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.39 : 0.76,20 : 6,2 : 3,Train,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1.16/4.50,2347743
chopper,23 (11),6 (3),14,83.3%,9,91.8,1,1.62,Spirit,118121,t,16 : 8 ( 8 : 7 ) ( 8 : 1 ),1.28 : 0.80,15 : 9,3 : 1,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1.16/4.50,2347743
mir,22 (11),5 (0),15,79.2%,7,100.5,4,1.53,Spirit,118121,t,16 : 8 ( 8 : 7 ) ( 8 : 1 ),1.28 : 0.80,15 : 9,3 : 1,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1.16/4.50,2347743
degster,18 (3),5 (1),14,66.7%,4,83.3,2,1.22,Spirit,118121,t,16 : 8 ( 8 : 7 ) ( 8 : 1 ),1.28 : 0.80,15 : 9,3 : 1,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1.16/4.50,2347743
sdy,18 (12),3 (1),11,70.8%,7,70.8,0,1.21,Spirit,118121,t,16 : 8 ( 8 : 7 ) ( 8 : 1 ),1.28 : 0.80,15 : 9,3 : 1,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1.16/4.50,2347743
magixx,13 (9),4 (2),15,70.8%,-2,57.8,-1,0.84,Spirit,118121,t,16 : 8 ( 8 : 7 ) ( 8 : 1 ),1.28 : 0.80,15 : 9,3 : 1,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1.16/4.50,2347743
MarKE,22 (13),3 (1),17,58.3%,5,80.4,3,1.2,Extra Salt,118121,t,16 : 8 ( 8 : 7 ) ( 8 : 1 ),1.28 : 0.80,15 : 9,3 : 1,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1.16/4.50,2347743
Sonic,17 (5),5 (1),19,62.5%,-2,87.8,1,1.06,Extra Salt,118121,t,16 : 8 ( 8 : 7 ) ( 8 : 1 ),1.28 : 0.80,15 : 9,3 : 1,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1.16/4.50,2347743
oSee,11 (4),6 (2),21,62.5%,-10,59.5,-4,0.64,Extra Salt,118121,t,16 : 8 ( 8 : 7 ) ( 8 : 1 ),1.28 : 0.80,15 : 9,3 : 1,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1.16/4.50,2347743
FaNg,10 (7),3 (0),19,58.3%,-9,55.6,-3,0.6,Extra Salt,118121,t,16 : 8 ( 8 : 7 ) ( 8 : 1 ),1.28 : 0.80,15 : 9,3 : 1,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1.16/4.50,2347743
JT,9 (4),4 (3),19,50.0%,-10,48.2,-3,0.48,Extra Salt,118121,t,16 : 8 ( 8 : 7 ) ( 8 : 1 ),1.28 : 0.80,15 : 9,3 : 1,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1.16/4.50,2347743
Krad,21 (11),10 (2),18,69.2%,3,92.5,1,1.22,ex-Winstrike,118061,ct,10 : 16 ( 9 : 6 ) ( 1 : 10 ),0.94 : 1.18,10 : 16,0 : 2,Train,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
Forester,18 (8),8 (0),21,65.4%,-3,83.0,0,1.05,ex-Winstrike,118061,ct,10 : 16 ( 9 : 6 ) ( 1 : 10 ),0.94 : 1.18,10 : 16,0 : 2,Train,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
El1an,17 (5),8 (2),16,73.1%,1,65.5,-1,0.96,ex-Winstrike,118061,ct,10 : 16 ( 9 : 6 ) ( 1 : 10 ),0.94 : 1.18,10 : 16,0 : 2,Train,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
Lack1,13 (7),3 (0),21,65.4%,-8,57.3,-2,0.74,ex-Winstrike,118061,ct,10 : 16 ( 9 : 6 ) ( 1 : 10 ),0.94 : 1.18,10 : 16,0 : 2,Train,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
NickelBack,16 (3),5 (2),20,57.7%,-4,65.0,-4,0.72,ex-Winstrike,118061,ct,10 : 16 ( 9 : 6 ) ( 1 : 10 ),0.94 : 1.18,10 : 16,0 : 2,Train,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
F1KU,29 (13),2 (0),15,80.8%,14,102.8,-1,1.69,AGO,118061,ct,10 : 16 ( 9 : 6 ) ( 1 : 10 ),0.94 : 1.18,10 : 16,0 : 2,Train,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
reatz,18 (9),5 (1),17,73.1%,1,72.1,2,1.14,AGO,118061,ct,10 : 16 ( 9 : 6 ) ( 1 : 10 ),0.94 : 1.18,10 : 16,0 : 2,Train,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
snatchie,18 (6),3 (1),16,65.4%,2,68.0,6,1.14,AGO,118061,ct,10 : 16 ( 9 : 6 ) ( 1 : 10 ),0.94 : 1.18,10 : 16,0 : 2,Train,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
Furlan,16 (9),7 (0),21,73.1%,-5,81.5,0,1.01,AGO,118061,ct,10 : 16 ( 9 : 6 ) ( 1 : 10 ),0.94 : 1.18,10 : 16,0 : 2,Train,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
rallen,15 (5),5 (1),16,69.2%,-1,64.2,-1,0.91,AGO,118061,ct,10 : 16 ( 9 : 6 ) ( 1 : 10 ),0.94 : 1.18,10 : 16,0 : 2,Train,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
El1an,21 (5),6 (3),14,82.1%,7,79.7,1,1.29,ex-Winstrike,118072,t,16 : 12 ( 10 : 5 ) ( 6 : 7 ),1.07 : 0.96,11 : 17,0 : 0,Dust2,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
Lack1,21 (10),7 (3),19,64.3%,2,90.0,0,1.18,ex-Winstrike,118072,t,16 : 12 ( 10 : 5 ) ( 6 : 7 ),1.07 : 0.96,11 : 17,0 : 0,Dust2,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
Forester,20 (13),4 (1),15,75.0%,5,69.4,-3,1.11,ex-Winstrike,118072,t,16 : 12 ( 10 : 5 ) ( 6 : 7 ),1.07 : 0.96,11 : 17,0 : 0,Dust2,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
NickelBack,15 (3),2 (1),16,71.4%,-1,64.8,-3,0.92,ex-Winstrike,118072,t,16 : 12 ( 10 : 5 ) ( 6 : 7 ),1.07 : 0.96,11 : 17,0 : 0,Dust2,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
Krad,14 (8),1 (0),18,53.6%,-4,57.1,-1,0.83,ex-Winstrike,118072,t,16 : 12 ( 10 : 5 ) ( 6 : 7 ),1.07 : 0.96,11 : 17,0 : 0,Dust2,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
F1KU,24 (11),3 (0),16,67.9%,8,90.1,0,1.28,AGO,118072,t,16 : 12 ( 10 : 5 ) ( 6 : 7 ),1.07 : 0.96,11 : 17,0 : 0,Dust2,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
snatchie,18 (6),2 (0),19,71.4%,-1,67.0,3,1.03,AGO,118072,t,16 : 12 ( 10 : 5 ) ( 6 : 7 ),1.07 : 0.96,11 : 17,0 : 0,Dust2,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
rallen,15 (6),4 (1),20,64.3%,-5,75.3,3,0.95,AGO,118072,t,16 : 12 ( 10 : 5 ) ( 6 : 7 ),1.07 : 0.96,11 : 17,0 : 0,Dust2,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
reatz,13 (7),2 (1),17,71.4%,-4,50.1,0,0.89,AGO,118072,t,16 : 12 ( 10 : 5 ) ( 6 : 7 ),1.07 : 0.96,11 : 17,0 : 0,Dust2,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
Furlan,11 (4),2 (2),20,50.0%,-9,48.2,0,0.62,AGO,118072,t,16 : 12 ( 10 : 5 ) ( 6 : 7 ),1.07 : 0.96,11 : 17,0 : 0,Dust2,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
El1an,33 (13),7 (3),19,75.0%,14,91.4,1,1.46,ex-Winstrike,118081,t,19 : 17 ( 7 : 8 ) ( 8 : 7 ) ( 4 : 2 ),1.09 : 0.99,17 : 19,0 : 3,Vertigo,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
NickelBack,21 (11),14 (5),25,80.6%,-4,77.8,2,1.13,ex-Winstrike,118081,t,19 : 17 ( 7 : 8 ) ( 8 : 7 ) ( 4 : 2 ),1.09 : 0.99,17 : 19,0 : 3,Vertigo,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
Krad,29 (14),8 (1),28,72.2%,1,89.9,-1,1.12,ex-Winstrike,118081,t,19 : 17 ( 7 : 8 ) ( 8 : 7 ) ( 4 : 2 ),1.09 : 0.99,17 : 19,0 : 3,Vertigo,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
Forester,20 (13),3 (0),22,61.1%,-2,63.0,-1,0.91,ex-Winstrike,118081,t,19 : 17 ( 7 : 8 ) ( 8 : 7 ) ( 4 : 2 ),1.09 : 0.99,17 : 19,0 : 3,Vertigo,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
Lack1,19 (7),6 (2),24,75.0%,-5,54.6,-3,0.81,ex-Winstrike,118081,t,19 : 17 ( 7 : 8 ) ( 8 : 7 ) ( 4 : 2 ),1.09 : 0.99,17 : 19,0 : 3,Vertigo,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
rallen,38 (21),3 (1),24,63.9%,14,97.3,1,1.35,AGO,118081,t,19 : 17 ( 7 : 8 ) ( 8 : 7 ) ( 4 : 2 ),1.09 : 0.99,17 : 19,0 : 3,Vertigo,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
Furlan,21 (10),8 (4),22,69.4%,-1,72.1,3,1.05,AGO,118081,t,19 : 17 ( 7 : 8 ) ( 8 : 7 ) ( 4 : 2 ),1.09 : 0.99,17 : 19,0 : 3,Vertigo,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
snatchie,27 (11),4 (1),27,63.9%,0,67.1,6,1.03,AGO,118081,t,19 : 17 ( 7 : 8 ) ( 8 : 7 ) ( 4 : 2 ),1.09 : 0.99,17 : 19,0 : 3,Vertigo,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
F1KU,15 (12),6 (1),23,69.4%,-8,59.8,-5,0.77,AGO,118081,t,19 : 17 ( 7 : 8 ) ( 8 : 7 ) ( 4 : 2 ),1.09 : 0.99,17 : 19,0 : 3,Vertigo,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
reatz,17 (4),10 (0),28,66.7%,-11,58.6,-3,0.74,AGO,118081,t,19 : 17 ( 7 : 8 ) ( 8 : 7 ) ( 4 : 2 ),1.09 : 0.99,17 : 19,0 : 3,Vertigo,ESEA Premier Season 36 Europe,13th of April 2021,ex-Winstrike,AGO,2,1,1.53/2.37,2347395
EliGE,15 (9),3 (1),15,57.1%,0,83.4,1,1.01,Liquid,118068,ct,5 : 16 ( 1 : 14 ) ( 4 : 2 ),0.74 : 1.34,10 : 11,0 : 1,Nuke,BLAST Premier Spring Showdown 2021,13th of April 2021,Liquid,Dignitas,0,2,1.25/3.75,2347742
