Player,K (hs),A (f),D,KAST,K-D Diff,ADR,FK Diff,Rating,Team,MapID,Map,Tournament,Date,Team1,Team2,Result1,Result2,MatchID
kNgV-,16 (6),6 (2),15,70.4%,1,65.5,2,1.17,MIBR,108535,Dust2,LOOT.BET Season 7,10th of September 2020,Gambit Youngsters,MIBR,2,1,2341965
fer,19 (10),6 (1),15,70.4%,4,83.1,-2,1.16,MIBR,108535,Dust2,LOOT.BET Season 7,10th of September 2020,Gambit Youngsters,MIBR,2,1,2341965
TACO,14 (13),3 (0),16,70.4%,-2,57.0,1,0.92,MIBR,108535,Dust2,LOOT.BET Season 7,10th of September 2020,Gambit Youngsters,MIBR,2,1,2341965
trk,12 (9),5 (2),16,74.1%,-4,58.3,0,0.84,MIBR,108535,Dust2,LOOT.BET Season 7,10th of September 2020,Gambit Youngsters,MIBR,2,1,2341965
s1mple,36 (18),4 (1),13,84.0%,23,139.8,0,2.08,Natus Vincere,108527,Mirage,ESL Pro League Season 12 Europe,10th of September 2020,Natus Vincere,AGO,2,0,2343645
flamie,20 (16),4 (1),13,84.0%,7,66.9,-2,1.22,Natus Vincere,108527,Mirage,ESL Pro League Season 12 Europe,10th of September 2020,Natus Vincere,AGO,2,0,2343645
electronic,19 (8),6 (2),16,76.0%,3,81.6,-1,1.22,Natus Vincere,108527,Mirage,ESL Pro League Season 12 Europe,10th of September 2020,Natus Vincere,AGO,2,0,2343645
Perfecto,18 (9),4 (0),14,80.0%,4,77.5,0,1.18,Natus Vincere,108527,Mirage,ESL Pro League Season 12 Europe,10th of September 2020,Natus Vincere,AGO,2,0,2343645
Boombl4,12 (5),7 (1),18,72.0%,-6,69.4,-6,0.89,Natus Vincere,108527,Mirage,ESL Pro League Season 12 Europe,10th of September 2020,Natus Vincere,AGO,2,0,2343645
GruBy,21 (9),8 (3),22,72.0%,-1,84.8,4,1.15,AGO,108527,Mirage,ESL Pro League Season 12 Europe,10th of September 2020,Natus Vincere,AGO,2,0,2343645
F1KU,19 (15),6 (2),23,68.0%,-4,99.7,5,1.15,AGO,108527,Mirage,ESL Pro League Season 12 Europe,10th of September 2020,Natus Vincere,AGO,2,0,2343645
Furlan,15 (10),5 (2),20,72.0%,-5,78.4,3,1.01,AGO,108527,Mirage,ESL Pro League Season 12 Europe,10th of September 2020,Natus Vincere,AGO,2,0,2343645
oskarish,10 (7),3 (1),18,48.0%,-8,43.7,-2,0.64,AGO,108527,Mirage,ESL Pro League Season 12 Europe,10th of September 2020,Natus Vincere,AGO,2,0,2343645
mhL,8 (1),4 (1),22,40.0%,-14,45.0,-1,0.41,AGO,108527,Mirage,ESL Pro League Season 12 Europe,10th of September 2020,Natus Vincere,AGO,2,0,2343645
