"ID","Entries","Clutches","Kills.mean","Kills.sd","Assists.mean","Assists.sd","HS.mean","HS.sd","Deaths.mean","Deaths.sd","KAST.mean","KAST.sd","K.D.Diff.mean","K.D.Diff.sd","ADR.mean","ADR.sd","FK.Diff.mean","FK.Diff.sd","Rating.mean","Rating.sd","KDA.mean","KDA.sd","HSpc.mean","HSpc.sd","Outcome"
2337366,2.19042857142857,0.381,1.96171428571428,-0.739857142857143,0.757142857142858,0.665428571428571,0.352428571428573,0.296428571428571,-0.12857142857143,-0.272285714285714,0.049,-0.0208571428571429,2.09042857142857,-1.66971428571429,3.36257142857143,0.0832857142857115,0.523714285714286,-0.0148571428571427,0.102,-0.0515714285714286,0.123285714285714,-0.0744285714285715,-0.0417142857142857,-0.00885714285714286,"1"
2337367,-0.238142857142856,0.119,-0.0334285714285727,-0.496142857142857,0.452428571428572,0.508714285714286,-0.557142857142857,-1.13085714285714,-1.76671428571429,-0.257285714285714,0.0182857142857143,0.000285714285714278,1.73328571428571,-0.313714285714286,2.95614285714285,0.234571428571428,0.314285714285714,0.0651428571428574,0.0822857142857143,0.032,0.203142857142857,0.0961428571428571,-0.0275714285714286,-0.0477142857142857,"1"
2337368,1.80971428571429,0.381,1.62371428571429,0.998,0.919142857142857,0.112857142857143,0.0620000000000003,0.0958571428571431,3.26685714285714,0.297428571428571,-0.0265714285714286,0.00757142857142856,-1.64285714285714,1.40842857142857,-1.50928571428571,1.136,0.0285714285714286,0.794857142857143,-0.0658571428571428,0.0342857142857143,-0.241,-0.0212857142857143,-0.0324285714285714,-0.00671428571428573,"2"
2337377,2.54742857142857,0.142857142857143,3.10485714285714,0.713142857142857,0.619142857142857,-0.169142857142857,0.723857142857143,0.296857142857143,-0.690571428571428,0.556714285714285,0.0584285714285714,-0.00614285714285713,3.79542857142857,0.348,5.9412857142857,1.52442857142857,0.538,0.251714285714286,0.161571428571429,0.0144285714285714,0.266285714285714,0.051,-0.0455714285714285,-0.000571428571428556,"2"
2337387,2.78571428571429,0.142714285714286,2.30471428571428,0.526714285714285,0.623857142857143,-0.0357142857142856,1.51428571428571,0.452285714285714,-1.87142857142857,0.316142857142857,0.0714285714285714,-0.000285714285714292,4.17614285714286,0.719857142857143,7.72800000000001,1.94271428571428,1.02871428571429,0.417285714285714,0.184571428571429,0.0211428571428572,0.310142857142857,0.101142857142857,0.0398571428571429,-0.00828571428571429,"1"
2337393,-0.738285714285714,0.190571428571428,0.37614285714286,-0.0212857142857148,0.771571428571429,0.433285714285714,0.919142857142856,0.760571428571428,-0.709571428571429,0.112428571428571,0.0384285714285714,0.00899999999999999,1.08571428571429,0.215857142857143,1.99199999999999,0.764857142857146,-0.271571428571429,0.417857142857143,0.0894285714285715,0.0268571428571429,0.2,0.0877142857142857,0.0247142857142857,-0.0118571428571429,"1"
2337395,-0.928571428571429,0.714285714285714,-0.457142857142856,-0.459428571428572,0.100000000000001,0.481,-1.12857142857143,-0.637428571428571,1.41428571428571,-0.55,-0.0475714285714286,-0.00642857142857142,-1.87142857142857,-0.789285714285714,-3.34714285714286,-1.25985714285714,-0.542857142857143,0.140428571428571,-0.0895714285714286,-0.0307142857142857,-0.171857142857143,-0.0768571428571429,-0.0297142857142857,0.0057142857142857,"1"
2337403,-1.16657142857143,0.238142857142857,-0.0809999999999995,-0.534285714285714,0.438142857142857,0.267571428571428,-1.33328571428571,-1.152,2.981,0.270571428571428,-0.0422857142857144,0.00285714285714286,-3.06185714285714,-0.502142857142857,-6.61557142857143,-2.59328571428571,-1.01428571428571,0.699,-0.171428571428571,-0.0434285714285714,-0.349285714285714,-0.115714285714286,-0.0619999999999999,-0.0575714285714286,"1"
2337427,0.238142857142858,1.61885714285714,0.738,-0.864857142857143,-0.704571428571429,0.102285714285714,0.257142857142856,0.0317142857142856,-1.44271428571428,0.499285714285715,0.0271428571428572,-0.001,2.181,-0.787714285714285,5.33142857142857,2.94057142857143,0.328714285714286,-0.245142857142857,0.114714285714286,-0.00242857142857142,0.134285714285714,0.0481428571428572,-0.00128571428571428,0.013,"1"
2337428,0.952285714285715,0.190428571428572,1.00957142857143,0.561428571428571,0.614285714285714,0.254,1.7,0.336714285714286,-0.442714285714285,0.678714285714286,-0.00585714285714289,0.0124285714285714,1.45242857142857,0.993857142857143,4.00657142857143,2.62214285714285,0.190571428571429,-0.679571428571429,0.0511428571428572,0.0405714285714286,0.233142857142857,0.114285714285714,0.0791428571428571,0.00800000000000001,"1"
2337432,-3.30957142857143,0.142857142857143,-2.91442857142857,-1.18985714285714,-0.0999999999999996,-0.0908571428571432,-0.985714285714287,-0.776857142857143,2.30957142857143,-0.957857142857143,-0.0814285714285715,-0.012,-5.22385714285714,-1.92628571428572,-9.06285714285714,-4.75557142857143,-1.28557142857143,-0.190857142857143,-0.235285714285714,-0.0818571428571429,-0.479714285714286,-0.215,0.00328571428571428,-0.0322857142857143,"2"
2337435,-1.92871428571429,0.285714285714286,-1.76671428571429,-1.65085714285714,0.214428571428572,0.0391428571428571,-0.495285714285715,-0.520285714285714,-1.85242857142857,-0.0382857142857143,0.0229999999999999,0.00314285714285714,0.0855714285714284,-1.63614285714286,1.35899999999999,-3.41914285714286,-0.271571428571429,-0.468428571428571,0.00842857142857145,-0.0815714285714285,0.0415714285714286,-0.0588571428571428,-0.00771428571428573,-0.00185714285714284,"2"
2337438,-0.714285714285715,0.214285714285714,-0.233285714285714,0.636142857142857,0.161857142857143,-0.0165714285714287,-0.757142857142856,-0.971285714285715,1.181,0.163857142857143,-0.0507142857142857,0.0231428571428572,-1.41428571428571,1.94385714285714,-0.448999999999998,0.017714285714284,-0.309571428571429,0.376714285714286,-0.0945714285714285,0.0641428571428571,-0.172285714285714,0.0542857142857143,-0.0362857142857143,-0.0534285714285714,"1"
2337439,-2.42842857142857,0.285857142857143,-2.09057142857143,-0.664285714285715,-0.633285714285715,-0.253571428571429,-1.71914285714286,-0.852,3.019,0.587857142857143,-0.0938571428571429,0.00557142857142857,-5.10957142857143,-0.303,-12.5957142857143,-2.462,-1.34285714285714,-0.337,-0.278571428571429,-0.049,-0.488714285714286,-0.09,-0.0354285714285714,-0.0247142857142857,"1"
